"LSOA","Rurality","LV_flexibility_savings","Total_flexibility_savings"
"E01032536","Cities",71.77,42
"E01032537","Cities",58.62,0
"E01032538","Cities",22.03,20
"E01032540","Cities",82.95,1.38
"E01032541","Cities",203.33,18.88
"E01032542","Cities",59.65,0
"E01032543","Cities",121.84,0
"E01032544","Cities",80.16,2.76
"E01032545","Cities",127.48,0
"E01032546","Cities",134.69,3.68
"E01032548","Cities",117.58,0
"E01032549","Cities",130.81,49.75
"E01032550","Urban",220.38,35.06
"E01032551","Urban",101.74,0
"E01032552","Cities",61.7,29.12
"E01032553","Cities",104.05,0
"E01032554","Cities",68.27,0
"E01032555","Cities",30.16,0
"E01032556","Urban",32.76,49.98
"E01032557","Urban",30,0
"E01032558","Urban",32.52,0
"E01032559","Urban",134.21,0
"E01032560","Cities",161.29,23.11
"E01032561","Cities",30.1,0
"E01032562","Urban",1.8,0
"E01032563","Urban",54.56,0
"E01032564","Urban",4.9,0
"E01032565","Urban",14.48,0
"E01032566","Urban",14.27,14.72
"E01032567","Urban",11.24,0
"E01032568","Urban",17.66,0
"E01032569","Urban",33.76,0
"E01032570","Cities",57.46,12
"E01032571","Cities",114.95,189.32
"E01032572","Urban",2,19.52
"E01032573","Urban",4,9.03
"E01032574","Urban",40,181.8
"E01032575","Urban",2.88,0
"E01032576","Urban",20.42,29.8
"E01032577","Urban",13.11,0
"E01032579","Urban",0,0
"E01032580","Urban",6.76,20
"E01032581","Urban",38.53,59.25
"E01032582","Urban",0,14.5
"E01032583","Urban",36.23,63.59
"E01032584","Urban",42.4,0
"E01032585","Urban",260.4,3.99
"E01032586","Urban",175.93,0
"E01032587","Cities",36.73,0
"E01032588","Cities",49.55,5.72
"E01032589","Urban",27.22,0
"E01032590","Urban",33.32,62.43
"E01032591","Urban",21.42,0
"E01032592","Urban",16.2,0
"E01032593","Cities",104.96,0
"E01032594","Cities",79.81,0
"E01032595","Cities",59.99,0
"E01032596","Cities",44.69,18.2
"E01032597","Cities",38.48,0
"E01032598","Cities",105.5,0
"E01032599","Cities",86.72,0
"E01032600","Cities",31.73,0
"E01032601","Cities",35.73,0
"E01032602","Cities",281.3,10
"E01032603","Cities",121.92,0
"E01032604","Cities",45.96,0
"E01032605","Cities",29.76,0
"E01032606","Urban",88.81,50
"E01032607","Urban",44.48,0
"E01032608","Urban",10.5,0
"E01032609","Cities",68.13,3.5
"E01032610","Cities",38.03,0
"E01032611","Cities",98.03,4
"E01032612","Cities",38.34,0
"E01032613","Urban",116.72,4
"E01032614","Urban",70.78,0
"E01032615","Cities",104.63,0
"E01032616","Cities",85.87,0
"E01032617","Cities",67.37,0
"E01032618","Cities",64.16,0
"E01032619","Cities",65.41,50
"E01032620","Villages",253.35,103.96
"E01032621","Urban",221.53,51.6
"E01032622","Urban",151.44,48
"E01032623","Urban",145.52,0
"E01032624","Urban",48.63,0
"E01032625","Towns",61.76,0
"E01032626","Towns",59.18,7.75
"E01032627","Towns",313.83,13.82
"E01032628","Villages",354.96,176.32
"E01032629","Towns",296.865,485.63
"E01032630","Cities",227.75,99.41
"E01032631","Cities",41.83,0
"E01032632","Cities",69.56,4
"E01032633","Cities",160.19,14311.25
"E01032634","Cities",99.68,0
"E01032635","Towns",221.79,4
"E01032636","Cities",123.64,3.5
"E01032637","Urban",17.8,0
"E01032638","Urban",0,7
"E01032639","Urban",35.64,4
"E01032640","Urban",8,0
"E01032641","Cities",20.53,11.2
"E01032642","Towns",178.98,47
"E01032643","Cities",38,44.54
"E01032644","Cities",1.44,71.25
"E01032645","Cities",30.85,0
"E01032646","Urban",0,0
"E01032647","Urban",60.88,51.21
"E01032648","Urban",88.37,0
"E01032649","Urban",1.88,0
"E01032650","Urban",19.5,0
"E01032651","Cities",94.79,7.2
"E01032652","Cities",29.84,0
"E01032653","Cities",46.49,0
"E01032654","Cities",66.57,0
"E01032655","Towns",47.19,3.92
"E01032656","Towns",57.48,9992.16
"E01032657","Cities",0,0
"E01032658","Cities",0,75.66
"E01032659","Cities",90.35,253.67
"E01032660","Cities",3.58,48.5
"E01032661","Cities",41.21,0
"E01032662","Cities",30.78,0
"E01032663","Cities",122.23,0
"E01032664","Cities",19.58,7.16
"E01032665","Cities",69.26,0
"E01032666","Cities",100.26,0
"E01032667","Cities",38.07,79
"E01032668","Cities",33.25,0
"E01032669","Cities",15.09,8
"E01032670","Cities",50.95,0
"E01032671","Cities",54.37,0
"E01032672","Cities",83.2,12.5
"E01032673","Cities",174.93,0
"E01032674","Cities",169.25,81.9
"E01032675","Cities",24.64,0
"E01032676","Cities",25.8,49.34
"E01032677","Cities",87.24,249
"E01032678","Cities",31.47,0
"E01032679","Cities",18.7,0
"E01032680","Villages",306.19,0
"E01032681","Cities",127.91,118.3
"E01032682","Cities",40.9,0
"E01032683","Towns",195.23,183
"E01032684","Urban",0,0
"E01032685","Urban",0,0
"E01032686","Urban",50,0
"E01032687","Urban",36,0
"E01032688","Cities",31.39,0
"E01032689","Cities",64.59,0
"E01032690","Cities",71.88,40
"E01032691","Cities",22,0
"E01032692","Cities",87.09,0
"E01032693","Cities",138.74,228.4
"E01032694","Cities",85.34,0
"E01032695","Cities",158.94,0
"E01032696","Villages",116.21,0
"E01032697","Towns",15.86,0
"E01032698","Towns",167.87,49.58
"E01032699","Villages",96.84,0
"E01032700","Cities",66.02,0
"E01032701","Cities",9.12,0
"E01032702","Cities",36.69,0
"E01032703","Cities",36.67,0
"E01032704","Cities",18.63,0
"E01032705","Cities",24.68,0
"E01032706","Cities",20.27,0
"E01032707","Cities",147.18,0
"E01032708","Cities",53.96,0
"E01032709","Cities",8.83,0
"E01032710","Cities",33.69,253.7
"E01032711","Cities",21.48,0
"E01032712","Cities",18.67,0
"E01032713","Cities",57.95,0
"E01032714","Cities",4.68,0
"E01032715","Cities",12.49,0
"E01032716","Cities",14.8,0
"E01032717","Towns",150.88,100
"E01032719","Urban",0,0
"E01032720","Urban",0,0
"E01032722","Urban",0,0
"E01032724","Cities",19.4,0
"E01032725","Cities",45.72,0
"E01032726","Cities",42.59,150.15
"E01032727","Cities",106.35,30.71
"E01032728","Cities",18.4,2.8
"E01032729","Cities",7.05,0
"E01032730","Cities",0,22.5
"E01032731","Cities",8.58,0
"E01032732","Cities",37.88,0
"E01032733","Cities",20.58,75
"E01032734","Cities",18.29,0
"E01032735","Cities",33.79,0
"E01032737","Cities",52.72,0
"E01032738","Cities",5.52,0
"E01032739","Urban",50.83,209.64
"E01032740","Urban",8.4,3.84
"E01032741","Urban",0,3.99
"E01032742","Urban",53.41,1.48
"E01032743","Urban",0,0
"E01032744","Urban",22.65,0
"E01032745","Cities",11.23,0
"E01032746","Cities",13.5,0
"E01032748","Cities",15.92,117
"E01032750","Cities",5.3,0
"E01032751","Cities",1.88,0
"E01032753","Cities",104.64,0
"E01032755","Cities",0,0
"E01032756","Cities",18.17,0
"E01032758","Cities",56.13,0
"E01032759","Cities",75.23,0
"E01032761","Cities",117.19,0
"E01032763","Cities",106.16,4
"E01032764","Urban",0,0
"E01032765","Urban",8.29,0
"E01032766","Urban",0,0
"E01032767","Urban",0,51.2
"E01032768","Urban",0,0
"E01032769","Urban",0,0
"E01032770","Urban",0,0
"E01032771","Urban",0,149.94
"E01032772","Urban",0,0
"E01032773","Urban",0,0
"E01032774","Urban",2.88,0
"E01032775","Urban",0,0
"E01032776","Urban",0,0
"E01032777","Urban",0,0
"E01032778","Urban",3,40.53
"E01032779","Urban",0,0
"E01032780","Urban",0,0
"E01032781","Urban",0,0
"E01032782","Urban",0,0
"E01032783","Urban",0,75
"E01032784","Urban",0,0
"E01032785","Urban",0,0
"E01032786","Urban",0,0
"E01032787","Urban",15.1,0
"E01032788","Urban",3,27.86
"E01032789","Urban",0,0
"E01032790","Urban",0,0
"E01032792","Cities",33.4,29.97
"E01032794","Cities",105.27,48.78
"E01032795","Cities",19.35,204.05
"E01032797","Cities",209.24,81.98
"E01032798","Cities",10.42,29.97
"E01032799","Urban",0,0
"E01032800","Urban",0,0
"E01032802","Cities",19.51,39.27
"E01032803","Urban",0,0
"E01032805","Urban",14.27,12
"E01032807","Cities",97.02,15
"E01032808","Cities",8,0
"E01032809","Cities",195.19,63.74
"E01032810","Cities",36.98,0
"E01032811","Cities",47.87,0
"E01032812","Cities",108.43,99.92
"E01032813","Cities",41.21,0
"E01032814","Cities",200.14,49.35
"E01032815","Cities",2.2,0
"E01032816","Cities",100.27,0
"E01032817","Cities",17.14,0
"E01032818","Cities",44.89,0
"E01032819","Cities",120.84,0
"E01032820","Cities",32.65,11.84
"E01032821","Cities",83.64,0
"E01032822","Cities",97.68,0
"E01032823","Cities",45.09,0
"E01032824","Cities",80.45,0
"E01032825","Towns",8.51,0
"E01032826","Towns",100.23,169.08
"E01032827","Towns",5.1,0
"E01032828","Towns",26.12,0
"E01032829","Villages",114.6,9.6
"E01032830","Cities",70.19,0
"E01032831","Cities",44.72,0
"E01032832","Cities",13.02,28.5
"E01032833","Cities",8.6,0
"E01032834","Urban",1,0
"E01032835","Cities",3.42,0
"E01032836","Cities",91.34,57.5
"E01032837","Cities",45.83,0
"E01032838","Cities",8.19,0
"E01032839","Cities",29.44,28.6
"E01032840","Cities",23.32,0
"E01032841","Cities",34.31,0
"E01032842","Cities",0,0
"E01032843","Cities",43.94,0
"E01032844","Cities",57.2,47.31
"E01032845","Cities",23.35,97.25
"E01032846","Cities",6.1,0
"E01032847","Cities",56.93,18.5
"E01032848","Cities",20.36,0
"E01032849","Cities",19.01,0
"E01032850","Cities",22.45,0
"E01032851","Cities",100.41,0
"E01032852","Cities",17.21,0
"E01032853","Cities",32.84,0
"E01032854","Cities",7.68,0
"E01032855","Villages",171.51,68.63
"E01032856","Villages",14.06,0
"E01032857","Cities",55.52,0
"E01032858","Cities",35.05,0
"E01032859","Cities",118.2,117.33
"E01032860","Cities",31.6,358.56
"E01032862","Cities",73.46,0
"E01032863","Cities",97.86,0
"E01032865","Cities",185.14,0
"E01032867","Cities",13.5,19.9
"E01032868","Cities",0,112.74
"E01032870","Cities",86.01,0
"E01032871","Villages",115.16,78.89
"E01032872","Cities",0,0
"E01032873","Cities",25,6.25
"E01032875","Cities",0,66.91
"E01032876","Urban",20.07,0
"E01032877","Cities",126.03,0
"E01032878","Cities",12.1,36
"E01032879","Cities",4.69,93
"E01032880","Cities",78.39,0
"E01032881","Cities",86.25,0
"E01032882","Cities",72.4,0
"E01032883","Cities",37.42,0
"E01032884","Cities",32,0
"E01032885","Towns",6.38,0
"E01032886","Towns",118.71,0
"E01032887","Urban",40.37,58.14
"E01032888","Urban",30.24,6.75
"E01032889","Urban",50.02,0
"E01032890","Cities",103.95,0
"E01032891","Cities",48.84,24.75
"E01032892","Villages",223.37,228.78
"E01032893","Cities",115.67,0
"E01032894","Cities",78.99,0
"E01032895","Cities",97.92,0
"E01032896","Cities",33.74,380.42
"E01032897","Cities",32.75,99.73
"E01032898","Cities",20,25.69
"E01032899","Cities",39.7,149.99
"E01032900","Cities",43.01,0
"E01032901","Cities",78.91,0
"E01032902","Cities",71.55,23.5
"E01032903","Urban",45.99,50
"E01032904","Urban",54.83,4
"E01032905","Urban",102.4,0
"E01032906","Urban",13,33.54
"E01032907","Urban",42.06,4
"E01032909","Urban",0,0
"E01032911","Urban",4.5,0
"E01032912","Urban",176.41,42.48
"E01032914","Urban",67.43,6.96
"E01032915","Urban",2.61,0
"E01032917","Urban",3.15,49.28
"E01032919","Urban",19.17,0
"E01032920","Urban",22.62,0
"E01032921","Urban",14.93,0
"E01032922","Urban",122.39,0
"E01032923","Urban",19.07,0
"E01032924","Urban",169.15,20.84
"E01032925","Urban",40.73,21.2
"E01032926","Urban",88.92,0
"E01032927","Urban",138.73,0
"E01032928","Cities",113.21,44.68
"E01032929","Cities",25.38,0
"E01032930","Cities",3.92,33.68
"E01032931","Cities",0,0
"E01032932","Cities",14.58,20
"E01032933","Cities",36.46,0
"E01032934","Cities",178.39,500.11
"E01032935","Cities",53.06,0
"E01032936","Cities",64.8,0
"E01032937","Cities",25.12,0
"E01032938","Cities",104.28,33.82
"E01032939","Cities",28.12,0
"E01032940","Cities",49.1,0
"E01032941","Cities",116.715,788.76
"E01032942","Cities",54.1,0
"E01032943","Cities",41.63,0
"E01032944","Cities",53.56,0
"E01032945","Urban",31.98,0
"E01032946","Urban",13.66,0
"E01032947","Cities",22.94,0
"E01032948","Cities",55.61,50
"E01032949","Cities",31.02,0
"E01032950","Cities",40.91,0
"E01032951","Cities",111.9,0
"E01032952","Cities",33.71,0
"E01032953","Cities",122.09,0
"E01032954","Villages",322.26,3.51
"E01032955","Cities",7.3,20
"E01032956","Cities",22.15,0
"E01032957","Cities",3.9,39.8
"E01032958","Villages",139.97,60.08
"E01032959","Towns",42.72,0
"E01032960","Villages",248.75,35.18
"E01032961","Cities",39.16,10
"E01032962","Cities",11.33,0
"E01032963","Cities",95.18,0
"E01032964","Cities",135.78,9.6
"E01032965","Cities",162.34,0
"E01032966","Cities",192.74,0
"E01032967","Cities",134.87,0
"E01032968","Villages",251.85,55
"E01032969","Cities",35.75,0
"E01032970","Cities",76.02,4
"E01032971","Cities",24.88,1.7
"E01032972","Towns",85.12,48
"E01032973","Towns",32.2,0
"E01032974","Villages",86.43,53.58
"E01032975","Cities",40.57,0
"E01032976","Cities",19.64,0
"E01032977","Cities",159.12,0
"E01032978","Cities",0,0
"E01032979","Cities",18.97,0.36
"E01032980","Cities",6,0
"E01032981","Cities",11.11,0
"E01032982","Towns",21.04,0
"E01032983","Towns",61.67,0
"E01032984","Towns",39.27,149.94
"E01032985","Villages",96.82,1.7
"E01032986","Cities",17.68,1.38
"E01032987","Cities",34.32,59.95
"E01032988","Cities",154.53,0
"E01032989","Cities",85.05,9.88
"E01032990","Towns",188.85,0
"E01032991","Cities",205.58,124.09
"E01032992","Cities",138.17,0
"E01032993","Cities",143.67,4
"E01032994","Cities",148.59,307.015
"E01032995","Cities",32.81,80.49
"E01032996","Cities",76.65,210.64
"E01032997","Cities",37.89,195.96
"E01032998","Cities",85,4
"E01032999","Cities",99.68,8.9
"E01033000","Urban",12,14.72
"E01033002","Urban",16.5,40
"E01033003","Urban",3.06,0
"E01033005","Urban",30.29,12
"E01033006","Urban",17.09,52.15
"E01033008","Urban",37.68,37.07
"E01033010","Urban",0,84.96
"E01033011","Urban",0,0
"E01033013","Urban",3.36,91.25
"E01033015","Urban",0,0
"E01033016","Urban",0,51.04
"E01033018","Urban",30.24,163.9
"E01033019","Urban",0,128.2
"E01033021","Urban",34.42,0
"E01033022","Urban",0,0
"E01033023","Urban",25.34,187.8
"E01033024","Cities",45.33,0
"E01033025","Cities",24.62,0
"E01033026","Cities",10.45,0
"E01033027","Cities",26.6,0
"E01033028","Cities",13.64,0
"E01033029","Cities",8.64,0
"E01033030","Urban",0,0
"E01033031","Urban",20.6,10
"E01033032","Urban",28.36,2.52
"E01033033","Urban",0,0
"E01033034","Urban",0,0
"E01033035","Urban",4,0
"E01033036","Cities",136.64,0
"E01033037","Cities",30.82,0
"E01033038","Cities",54.17,0
"E01033039","Cities",50.97,0
"E01033040","Villages",72.48,0
"E01033041","Villages",76.1,16
"E01033042","Villages",235.28,0
"E01033043","Cities",19.58,0
"E01033044","Cities",30.68,0
"E01033045","Cities",13.94,0
"E01033046","Cities",12.16,0
"E01033047","Cities",28.37,0
"E01033048","Cities",48.03,58.68
"E01033049","Cities",31.89,0
"E01033050","Cities",57.75,658.72
"E01033051","Cities",165.14,0
"E01033052","Villages",156.67,0
"E01033053","Towns",55.9,0
"E01033054","Towns",7.54,0
"E01033055","Towns",53.48,0
"E01033056","Towns",109.63,0
"E01033057","Towns",330.13,67.8
"E01033058","Cities",113.88,0
"E01033059","Cities",50.05,10
"E01033060","Villages",129.83,23.6
"E01033061","Cities",79.38,0
"E01033062","Cities",138.29,0
"E01033063","Cities",3.9,0
"E01033064","Cities",4,0
"E01033065","Villages",115.4,0
"E01033066","Villages",129.87,91.63
"E01033067","Cities",5.1,0
"E01033068","Cities",3,0
"E01033069","Cities",0,0
"E01033070","Cities",4,0
"E01033071","Cities",2.5,0
"E01033072","Villages",195.93,213.46
"E01033073","Cities",6.46,16.66
"E01033074","Urban",62.74,0
"E01033075","Urban",120.1,56.48
"E01033076","Urban",329.4,6.1
"E01033077","Urban",215.54,7.92
"E01033078","Villages",134.14,0
"E01033079","Villages",108.49,0
"E01033080","Cities",2,0
"E01033081","Urban",9.76,0
"E01033082","Urban",0,51.7
"E01033083","Urban",0,0
"E01033084","Urban",8,0
"E01033085","Urban",2.52,0
"E01033086","Urban",13.28,0
"E01033087","Cities",1.14,0
"E01033088","Cities",45.19,50
"E01033089","Cities",41.43,0
"E01033090","Cities",30.08,219.29
"E01033091","Cities",12.34,0
"E01033092","Cities",29.04,0
"E01033093","Urban",10.85,0
"E01033094","Cities",0,0
"E01033095","Urban",16.47,0
"E01033096","Urban",58.28,8
"E01033097","Cities",25.35,0
"E01033098","Urban",0,0
"E01033099","Urban",0,0
"E01033100","Urban",0,0
"E01033101","Urban",0,0
"E01033102","Cities",68.9,0
"E01033103","Cities",55.4,2
"E01033104","Cities",18.32,67.76
"E01033105","Cities",148.98,0
"E01033106","Cities",154.31,68.5
"E01033107","Cities",39.47,0
"E01033108","Cities",146.99,0
"E01033109","Cities",52.7,137.4
"E01033110","Cities",130.66,19.58
"E01033111","Cities",147.29,184.26
"E01033112","Cities",15.85,7.36
"E01033113","Towns",48.3,115.36
"E01033114","Towns",42.77,7.76
"E01033115","Towns",70.56,0
"E01033116","Villages",398.97,14.25
"E01033117","Towns",32.11,44.64
"E01033118","Villages",148.01,266
"E01033119","Towns",165.34,0
"E01033120","Cities",37.76,0
"E01033121","Cities",89.54,0
"E01033122","Cities",4,0
"E01033123","Cities",26.52,0
"E01033124","Cities",9.84,15.7
"E01033125","Cities",6.68,10.18
"E01033126","Cities",0,0
"E01033127","Cities",137.62,1169.12
"E01033128","Cities",23.59,95.98
"E01033129","Cities",12.72,183.205
"E01033130","Cities",7.25,1.35
"E01033131","Cities",148.84,0
"E01033132","Urban",4.71,0
"E01033133","Urban",0,0
"E01033135","Urban",10.88,0
"E01033137","Cities",50.71,0
"E01033138","Cities",106.21,246.23
"E01033139","Cities",17.96,24
"E01033140","Cities",11.42,10
"E01033141","Cities",41.04,298.56
"E01033142","Cities",40.58,0
"E01033143","Cities",212.68,110.35
"E01033144","Cities",76,147.86
"E01033145","Cities",43.83,0
"E01033146","Urban",2.3,11.04
"E01033148","Urban",17.45,0
"E01033150","Urban",9.77,0
"E01033151","Urban",4,0
"E01033153","Urban",33.15,25.89
"E01033154","Villages",29.15,0
"E01033156","Cities",151.15,20.2
"E01033158","Villages",175.77,5060.18
"E01033159","Villages",140.79,0
"E01033160","Towns",34.48,0
"E01033161","Towns",29.71,229.5
"E01033163","Cities",134.56,50
"E01033164","Cities",14.32,23.63
"E01033166","Cities",6.33,9.88
"E01033167","Cities",2.4,0
"E01033168","Cities",70.97,0
"E01033169","Cities",95.37,0
"E01033170","Cities",124.1,41.82
"E01033171","Cities",87.92,25.48
"E01033172","Cities",47.24,77.62
"E01033173","Cities",157.33,0
"E01033174","Cities",55.08,79.91
"E01033175","Cities",56.99,0
"E01033176","Cities",109.92,50
"E01033177","Cities",115.85,0
"E01033178","Cities",202.32,0
"E01033179","Cities",216.77,8.34
"E01033180","Cities",235.96,0
"E01033181","Cities",69.364,299.16
"E01033182","Cities",239.6,0
"E01033183","Cities",0,0
"E01033184","Cities",155.88,0
"E01033185","Towns",218.38,236
"E01033186","Towns",165.23,32.54
"E01033187","Urban",78.23,50
"E01033188","Towns",40.48,0
"E01033189","Towns",48.73,15.25
"E01033190","Towns",16,0
"E01033191","Cities",42.52,0
"E01033192","Cities",15.42,0
"E01033193","Cities",118.8,0
"E01033194","Villages",240.08,66.38
"E01033195","Cities",85.67,0
"E01033197","Cities",0,3.45
"E01033198","Towns",35.01,4
"E01033200","Towns",227.9,44.78
"E01033202","Cities",19.58,0
"E01033203","Towns",138.37,9.68
"E01033205","Cities",82.98,0
"E01033206","Cities",45.35,0
"E01033207","Urban",16.07,0
"E01033208","Urban",0,0
"E01033209","Cities",45.77,0
"E01033210","Cities",195.51,0
"E01033211","Cities",5.82,0
"E01033212","Cities",1,0
"E01033213","Towns",106.15,0
"E01033214","Towns",123.48,49.68
"E01033215","Cities",4.1,0
"E01033216","Cities",145.92,81.4
"E01033217","Urban",7,151.71
"E01033218","Urban",38.66,0
"E01033219","Urban",60.92,0
"E01033220","Urban",0,171.74
"E01033221","Cities",52.15,136.89
"E01033223","Cities",0,0
"E01033224","Cities",4.91,46.14
"E01033226","Cities",7.53,0
"E01033228","Urban",73.72,0
"E01033229","Villages",100.73,0
"E01033231","Cities",6.79,38.75
"E01033232","Cities",53.25,248.3
"E01033233","Cities",345.69,0
"E01033234","Cities",447.421,475.5
"E01033235","Cities",57.49,13.87
"E01033236","Cities",43.09,0
"E01033237","Cities",28.71,0
"E01033239","Towns",206.53,225.76
"E01033241","Cities",3.75,0
"E01033242","Cities",16.4,49.82
"E01033243","Cities",128.54,34.68
"E01033244","Cities",81.77,0
