"LSOA","Rurality","LV_flexibility_savings","Total_flexibility_savings"
"E01013929","Urban",133.18,0
"E01013930","Urban",79.85,0
"E01013931","Urban",106.94,0
"E01013932","Urban",52.29,0
"E01013933","Urban",42.95,0
"E01013934","Urban",78.65,0
"E01013935","Urban",131.19,0
"E01013936","Urban",96.35,0
"E01013937","Urban",72.6,0
"E01013938","Urban",27.48,0
"E01013939","Urban",35.98,0
"E01013940","Urban",95.91,0
"E01013941","Urban",18.44,0
"E01013942","Urban",87.24,0
"E01013943","Urban",54.41,0
"E01013944","Urban",45.07,0
"E01013945","Urban",60.61,0
"E01013947","Urban",41.48,0
"E01013948","Urban",66.28,0
"E01013953","Urban",5.75,0
"E01013954","Urban",157.67,10
"E01013957","Urban",74.02,0
"E01013958","Urban",197.97,3.57
"E01013959","Urban",338.44,10
"E01013960","Urban",201.7,49.98
"E01013961","Urban",71.31,2
"E01013962","Urban",183.67,0
"E01013963","Urban",46.29,0
"E01013964","Urban",53.98,0
"E01013965","Urban",16.87,0
"E01013966","Urban",43.39,0
"E01013967","Urban",45.84,30
"E01013968","Urban",67.94,0
"E01013969","Urban",39.8,4
"E01013970","Urban",35.4,9.98
"E01013971","Urban",28.96,0
"E01013972","Urban",49.52,15.9
"E01013973","Urban",1.96,150.92
"E01013974","Urban",40.975,15.2
"E01013975","Urban",22.58,122.98
"E01013976","Urban",18.12,0
"E01013977","Urban",57.32,9
"E01013978","Urban",44.96,0
"E01013979","Urban",54.37,0
"E01013980","Urban",72.14,0
"E01013981","Urban",31.08,0
"E01013982","Urban",93.84,0
"E01013983","Urban",25.68,0
"E01013984","Urban",121.34,0
"E01013985","Urban",60.78,0
"E01013986","Cities",11.23,0
"E01013987","Cities",91.06,0
"E01013988","Cities",137.54,40.98
"E01013989","Cities",12.59,0
"E01013990","Villages",667.91,281.29
"E01013991","Villages",157.6,359.42
"E01013992","Cities",51.85,0
"E01013993","Cities",76.91,0
"E01013994","Cities",21.12,0
"E01013995","Cities",18.71,0
"E01013996","Cities",150.62,0
"E01013997","Cities",112.17,0
"E01013998","Villages",218.41,4.8
"E01013999","Villages",173.07,373.61
"E01014000","Villages",551.39,152.77
"E01014001","Villages",213.55,28.83
"E01014002","Towns",154.6,98.34
"E01014003","Towns",140.65,53.9
"E01014004","Villages",459.62,555.82
"E01014005","Towns",68.86,3.84
"E01014006","Villages",218.87,187.35
"E01014007","Cities",223.32,318.85
"E01014008","Villages",472.05,722.39
"E01014009","Villages",346.46,129
"E01014010","Cities",25.24,61
"E01014011","Cities",28.12,8.5
"E01014012","Villages",121,148.22
"E01014013","Towns",83.23,0
"E01014014","Villages",455.34,533.81
"E01014015","Villages",441.04,519.03
"E01014016","Villages",297.82,805.77
"E01014017","Villages",335.12,759.66
"E01014018","Villages",311.91,0
"E01014019","Villages",257.13,220.46
"E01014020","Villages",274.44,71.16
"E01014021","Villages",309.93,99.25
"E01014022","Villages",203.8,104.02
"E01014023","Villages",282.68,446.48
"E01014024","Villages",399.62,319.75
"E01014025","Villages",293.1,986.63
"E01014026","Villages",605.03,1257.75
"E01014027","Villages",545.48,252
"E01014028","Cities",150.31,122.96
"E01014029","Cities",99.08,41.5
"E01014030","Villages",165.775,4
"E01014031","Villages",218.05,165.27
"E01014032","Villages",242.29,56.12
"E01014033","Towns",317.16,183.22
"E01014034","Towns",35.53,8.16
"E01014035","Towns",48.4,83.76
"E01014036","Towns",433.75,253.47
"E01014037","Towns",153.18,0
"E01014038","Towns",86.36,0
"E01014039","Towns",76.62,199.71
"E01014040","Towns",89.2,946.74
"E01014041","Cities",37.18,10
"E01014042","Cities",61.67,0
"E01014043","Cities",61.29,0
"E01014044","Cities",91.44,0
"E01014045","Cities",154.97,714.4
"E01014046","Cities",195.895,64.84
"E01014047","Cities",60.86,162
"E01014048","Cities",50.83,249
"E01014049","Villages",264.12,29.15
"E01014050","Villages",316.32,77.92
"E01014051","Villages",159.48,147.93
"E01014052","Villages",249.2,1019.68
"E01014053","Villages",625.23,175.32
"E01014054","Villages",363.3,75.23
"E01014055","Villages",304.17,1114.45
"E01014056","Villages",784.21,2568.23
"E01014057","Villages",221.53,176.92
"E01014058","Villages",342.69,121.96
"E01014059","Villages",579.94,731.92
"E01014060","Villages",290.08,721.95
"E01014061","Cities",94.43,34.83
"E01014062","Cities",55.49,49
"E01014063","Cities",45.3,0
"E01014064","Cities",49.77,0
"E01014065","Cities",63,0
"E01014066","Cities",59.05,0
"E01014067","Cities",118.39,0
"E01014068","Cities",27.95,0
"E01014069","Cities",77.42,0
"E01014070","Cities",91.65,0
"E01014071","Cities",21.76,16.45
"E01014072","Cities",75.55,0
"E01014073","Cities",31.1,19.6
"E01014074","Cities",56.96,49.9
"E01014075","Cities",86.31,30.45
"E01014076","Cities",62.75,0
"E01014077","Cities",71.79,0
"E01014078","Cities",39.4,4
"E01014079","Villages",300.5,447.38
"E01014080","Villages",143.64,81.87
"E01014081","Villages",223.34,17.1
"E01014082","Villages",179.88,0
"E01014083","Cities",75.19,27
"E01014084","Cities",96.33,183.55
"E01014085","Cities",23.28,0
"E01014086","Cities",6.69,40
"E01014087","Cities",87.74,0
"E01014088","Cities",73.81,0
"E01014089","Cities",66.38,103.4
"E01014090","Cities",95.59,0
"E01014091","Cities",89.51,0
"E01014092","Cities",59.5,85
"E01014093","Cities",107.83,0
"E01014094","Cities",67,0
"E01014095","Cities",45.34,0
"E01014096","Villages",272.64,352.72
"E01014097","Villages",153.86,310.12
"E01014098","Villages",81.44,263.69
"E01014099","Villages",531.13,1255.3
"E01014100","Villages",248.72,73.34
"E01014101","Villages",171.96,73.82
"E01014102","Cities",113.35,3.18
"E01014103","Cities",68.42,0
"E01014104","Cities",88.41,26.46
"E01014105","Cities",113.07,0
"E01014106","Cities",59.73,0
"E01014107","Cities",145.36,0
"E01014108","Cities",46.45,0
"E01014109","Cities",72.2,0
"E01014110","Cities",37.3,0
"E01014111","Villages",116.67,0
"E01014112","Cities",181.92,426.45
"E01014113","Cities",157.14,0
"E01014114","Cities",99.11,15.96
"E01014115","Cities",41.88,49.98
"E01014116","Cities",46.81,193.47
"E01014117","Cities",95.48,0
"E01014118","Cities",8.93,0
"E01014119","Cities",86.67,0
"E01014120","Cities",47.07,0
"E01014121","Cities",63.01,3
"E01014122","Cities",44.59,0
"E01014123","Cities",92.8,0
"E01014124","Cities",36.03,0
"E01014125","Cities",29.78,0
"E01014126","Cities",102.96,0
"E01014127","Cities",50.93,0
"E01014128","Cities",69.28,50
"E01014129","Cities",182.09,138.58
"E01014130","Cities",101.71,0
"E01014131","Villages",222.115,1048
"E01014132","Villages",48.39,0
"E01014133","Cities",68.27,0
"E01014134","Cities",49.69,0
"E01014135","Villages",84.53,422.09
"E01014136","Villages",204.71,306.94
"E01014137","Cities",134.11,3994.24
"E01014138","Cities",177.04,0
"E01014139","Cities",53.21,0
"E01014140","Cities",21.62,0
"E01014141","Cities",65.88,20.25
"E01014142","Cities",58.01,6.24
"E01014143","Cities",79.84,0
"E01014144","Cities",60.29,0
"E01014145","Cities",62.21,49.82
"E01014146","Cities",117.93,0
"E01014147","Cities",112.26,19.89
"E01014148","Cities",16.46,6
"E01014149","Cities",37.72,0
"E01014150","Cities",77.5,0
"E01014151","Cities",39.41,0
"E01014152","Cities",62.97,0
"E01014153","Cities",39.5,6.25
"E01014154","Cities",110.72,7.2
"E01014155","Cities",65.17,0
"E01014156","Cities",72.37,0
"E01014157","Cities",112.78,158.88
"E01014158","Cities",55.6,4.8
"E01014159","Cities",55.27,0
"E01014160","Cities",94.19,0
"E01014161","Cities",45.83,0
"E01014162","Cities",46.93,120.16
"E01014163","Cities",48.2,0
"E01014164","Cities",37.79,0
"E01014165","Cities",51.6,0
"E01014166","Cities",81.47,0
"E01014167","Cities",84.77,179.84
"E01014168","Cities",120.15,0
"E01014169","Cities",24.54,0
"E01014170","Cities",70.43,0
"E01014171","Cities",74.24,3.71
"E01014172","Cities",68.44,0
"E01014173","Cities",34.53,470.99
"E01014174","Cities",93.42,10
"E01014175","Cities",84.85,0
"E01014176","Cities",53.81,50
"E01014177","Cities",89.12,0
"E01014178","Cities",73.16,38.3
"E01014179","Cities",149.36,0
"E01014180","Cities",154.72,0
"E01014181","Cities",64.4,0
"E01014182","Cities",93.01,0
"E01014183","Cities",163.88,0
"E01014184","Cities",63.98,0
"E01014185","Cities",57.98,0
"E01014186","Cities",23.49,0
"E01014187","Cities",45.8,0
"E01014188","Cities",69.89,0
"E01014189","Cities",78.8,0
"E01014190","Cities",100.13,0
"E01014191","Cities",36.04,50
"E01014192","Cities",130.63,311.72
"E01014193","Cities",115.34,0
"E01014194","Cities",46.12,0
"E01014195","Cities",128.58,0
"E01014196","Cities",88.56,0
"E01014197","Cities",9.59,0
"E01014198","Cities",16.9,0
"E01014199","Cities",30.54,0
"E01014200","Cities",12.88,0
"E01014201","Cities",13.85,0
"E01014202","Cities",219.07,10
"E01014203","Cities",133.82,4
"E01014204","Villages",279.17,322.04
"E01014205","Cities",146.47,0
"E01014206","Cities",62.81,3.99
"E01014207","Cities",158.24,49.7
"E01014208","Cities",34.38,0
"E01014209","Cities",127.04,0
"E01014210","Cities",82.38,0
"E01014211","Cities",73.62,0
"E01014212","Cities",171.355,0
"E01014213","Cities",83,0
"E01014214","Cities",76.79,0
"E01014215","Cities",42.24,0
"E01014216","Cities",58.495,0
"E01014217","Cities",142.735,3.82
"E01014218","Cities",176.03,0
"E01014219","Cities",84.495,0
"E01014220","Cities",157.245,0
"E01014221","Cities",141.185,0
"E01014222","Cities",181.135,9.5
"E01014223","Cities",130.58,0
"E01014224","Cities",190.725,0
"E01014225","Cities",59.9,0
"E01014226","Cities",351.07,0
"E01014228","Cities",116.01,0
"E01014229","Cities",236.755,0
"E01014230","Cities",21.88,30
"E01014231","Cities",23.86,0
"E01014233","Cities",77.81,0
"E01014234","Cities",140.24,1923.94
"E01014235","Cities",199.33,6.24
"E01014236","Cities",329.645,0
"E01014237","Cities",199.815,0
"E01014238","Cities",176.205,0
"E01014239","Cities",79.625,0
"E01014240","Cities",89.255,0
"E01014241","Cities",31.4,0
"E01014242","Cities",131.72,0
"E01014243","Cities",54.675,9.25
"E01014244","Cities",119.97,0
"E01014245","Cities",17.73,0
"E01014246","Cities",103.37,0
"E01014247","Cities",25.32,9.5
"E01014248","Cities",14.1,0
"E01014249","Cities",24.46,69.24
"E01014250","Cities",191.57,10.5
"E01014251","Cities",60.17,51.49
"E01014252","Cities",80.67,0
"E01014253","Cities",87.205,0
"E01014254","Cities",126.44,124.63
"E01014255","Cities",124.175,14.8
"E01014256","Cities",153.27,0
"E01014257","Cities",264.915,0
"E01014258","Cities",57.88,0
"E01014259","Cities",95.475,0
"E01014260","Cities",234.305,0
"E01014261","Cities",225.725,0
"E01014262","Cities",116.805,0
"E01014263","Cities",214.315,0
"E01014264","Cities",139.37,0
"E01014265","Cities",139.74,0
"E01014266","Cities",80.525,0
"E01014267","Cities",102.95,0
"E01014268","Cities",224.845,0
"E01014269","Cities",228.345,0
"E01014270","Cities",14.72,0
"E01014271","Cities",62.13,3.9
"E01014272","Cities",37.51,4
"E01014273","Cities",10.51,50
"E01014274","Cities",80.845,1.65
"E01014275","Cities",139.875,0
"E01014276","Cities",54.71,0
"E01014277","Cities",74.945,0
"E01014278","Cities",88.175,0
"E01014279","Cities",18.99,248.16
"E01014280","Cities",184.68,0
"E01014281","Cities",46.31,0
"E01014282","Cities",6.25,53.98
"E01014283","Cities",5.69,39.9
"E01014284","Cities",0,0
"E01014285","Cities",152.205,566.14
"E01014286","Cities",44.38,0
"E01014287","Cities",120.23,0
"E01014288","Cities",9.07,0
"E01014289","Cities",69.72,18.84
"E01014290","Cities",105.65,0
"E01014291","Cities",38.18,13.33
"E01014292","Cities",24.69,0
"E01014293","Cities",61.15,37
"E01014294","Cities",170.105,0
"E01014295","Cities",56.115,0
"E01014296","Cities",157.05,0
"E01014297","Cities",99.9,0
"E01014298","Cities",204.39,0
"E01014299","Cities",123.75,4
"E01014300","Cities",223.485,0
"E01014301","Cities",142.3,0
"E01014302","Cities",326.345,27.99
"E01014303","Cities",222.54,0
"E01014304","Cities",185.63,0
"E01014305","Cities",15.78,0
"E01014306","Cities",51.6,0
"E01014307","Cities",23.89,0
"E01014308","Cities",224.33,0
"E01014309","Cities",178.315,0
"E01014310","Cities",58.42,0
"E01014311","Cities",118.485,0
"E01014312","Cities",31.77,0
"E01014313","Cities",509.625,0
"E01014314","Cities",62.85,3.43
"E01014315","Cities",123.93,49.98
"E01014316","Cities",82.72,0
"E01014317","Cities",132.99,0
"E01014318","Cities",176.045,0
"E01014319","Cities",52.68,2.3
"E01014320","Cities",96.6,0
"E01014321","Cities",43.44,0
"E01014322","Cities",67.05,0
"E01014323","Cities",14.04,0
"E01014324","Cities",17.84,2.7
"E01014325","Cities",106.98,0
"E01014326","Cities",174.04,0
"E01014327","Cities",101,0
"E01014328","Cities",43.7,0
"E01014329","Cities",138.1,0
"E01014330","Cities",95.09,10
"E01014331","Cities",147.01,0
"E01014332","Cities",185.945,0
"E01014333","Cities",32.95,0
"E01014334","Cities",89.77,50
"E01014335","Cities",65.07,9.36
"E01014336","Cities",185.29,0
"E01014337","Cities",110.205,0
"E01014338","Cities",56.56,0
"E01014339","Cities",5.1,0
"E01014340","Cities",122.98,0
"E01014341","Cities",90.3,0
"E01014342","Cities",68.97,0
"E01014343","Cities",78.86,0
"E01014344","Cities",133.905,0
"E01014345","Cities",72.035,150
"E01014346","Cities",105.64,0
"E01014347","Cities",161.11,0
"E01014348","Cities",57.04,0
"E01014349","Cities",67.2,0
"E01014350","Cities",82.24,0
"E01014351","Cities",91.11,0
"E01014352","Cities",84.52,1212.64
"E01014353","Cities",182.575,4.125
"E01014354","Cities",119.825,0
"E01014355","Cities",24.35,0
"E01014356","Cities",33.65,0
"E01014357","Cities",180.09,0
"E01014358","Cities",161.185,0
"E01014359","Cities",97.125,0
"E01014360","Cities",67.63,8.5
"E01014361","Cities",82.44,0
"E01014362","Cities",88.9,0
"E01014363","Cities",98.22,0
"E01014364","Cities",59.675,30
"E01014365","Cities",98.495,0
"E01014366","Cities",211.05,0
"E01014367","Cities",169.435,0
"E01014368","Cities",83.38,0
"E01014369","Cities",42.06,0
"E01014370","Cities",7.35,0
"E01014371","Cities",0,38
"E01014372","Cities",4.05,0
"E01014373","Cities",31.56,0
"E01014374","Cities",80.07,4
"E01014375","Villages",164.46,49.4
"E01014376","Cities",85.68,4.5
"E01014377","Cities",77.14,4
"E01014379","Villages",333.24,4
"E01014380","Cities",106.93,27.1
"E01014381","Cities",54.72,0
"E01014382","Villages",862.365,128.74
"E01014383","Villages",194.54,103.2
"E01014384","Villages",163.01,253.63
"E01014385","Villages",169.88,139.71
"E01014386","Villages",62.31,0
"E01014387","Cities",58.64,0
"E01014388","Cities",109.38,253.86
"E01014389","Cities",83.46,0
"E01014390","Cities",11.25,0
"E01014391","Villages",151.785,7511.25
"E01014392","Villages",115.75,103.68
"E01014393","Towns",89.24,0
"E01014394","Villages",207.67,134.94
"E01014395","Cities",153.18,4.02
"E01014396","Cities",35.48,0
"E01014397","Cities",50.48,4
"E01014398","Cities",77.66,0
"E01014399","Cities",104.45,10
"E01014400","Cities",37.29,28.95
"E01014401","Cities",47.02,0
"E01014402","Cities",78.89,0
"E01014403","Cities",34.92,247.48
"E01014404","Cities",61.29,4
"E01014405","Cities",49.56,0
"E01014407","Cities",0,0
"E01014409","Cities",10.48,8.7
"E01014410","Cities",43.17,0
"E01014411","Cities",53.66,19.35
"E01014412","Cities",22.21,4
"E01014413","Cities",108.59,0
"E01014414","Cities",3.9,0
"E01014415","Cities",32.34,9.06
"E01014416","Cities",72.73,33.97
"E01014417","Cities",123.91,4
"E01014418","Villages",221.89,100.55
"E01014419","Villages",89.66,1.05
"E01014420","Cities",40.27,18.12
"E01014421","Cities",120.79,4
"E01014422","Cities",91.23,0
"E01014423","Cities",47.56,6.05
"E01014424","Cities",74.08,3.67
"E01014425","Cities",96.01,0
"E01014426","Cities",57.34,0
"E01014427","Cities",17.39,0
"E01014428","Cities",68.44,14.04
"E01014429","Cities",84.63,15.1
"E01014430","Cities",98.83,0
"E01014431","Cities",48.32,4
"E01014432","Cities",18.65,0
"E01014433","Cities",26.3,0
"E01014434","Cities",53.67,0
"E01014435","Cities",5.78,0
"E01014436","Cities",10.3,0
"E01014437","Cities",29.53,30
"E01014438","Cities",24.43,0
"E01014439","Cities",46.37,9.51
"E01014440","Cities",78.16,0
"E01014441","Cities",93.76,0
"E01014442","Towns",62.45,0
"E01014443","Towns",146.76,4
"E01014444","Towns",96.12,0
"E01014445","Towns",112.96,0
"E01014446","Villages",139.47,4
"E01014447","Cities",87.62,3.99
"E01014448","Cities",44.22,0
"E01014449","Cities",69.06,0
"E01014450","Cities",37.96,0
"E01014451","Cities",48.56,0
"E01014452","Towns",92.81,29.07
"E01014453","Towns",46.64,0
"E01014454","Towns",41.96,4
"E01014455","Cities",16.49,0
"E01014456","Cities",45.44,0
"E01014457","Cities",33.11,0
"E01014458","Cities",6.74,0
"E01014459","Towns",96.39,4
"E01014460","Towns",135.97,9.9
"E01014461","Cities",8.14,4.76
"E01014462","Cities",18.72,0
"E01014463","Cities",108.8,0
"E01014464","Cities",13.3,0
"E01014465","Cities",28.39,0
"E01014466","Cities",10.5,4
"E01014467","Cities",34.95,0
"E01014468","Cities",14.38,0
"E01014469","Cities",41.02,4
"E01014470","Cities",57.09,537.91
"E01014471","Cities",54.52,0
"E01014472","Cities",100.53,240
"E01014473","Cities",10.98,4
"E01014474","Cities",7.78,0
"E01014475","Cities",42.87,0
"E01014476","Cities",22,0
"E01014477","Cities",91.77,0
"E01014478","Cities",77.57,0
"E01014479","Cities",39.79,0
"E01014480","Cities",32.69,0
"E01014481","Cities",25.61,0
"E01014482","Cities",83.59,0
"E01014483","Cities",6.36,0
"E01014484","Cities",39.2,0
"E01014485","Cities",110.3,154.96
"E01014486","Cities",12.83,14.4
"E01014487","Cities",58.21,6
"E01014488","Cities",85.69,0
"E01014489","Cities",33.02,0
"E01014491","Cities",85.68,7.45
"E01014492","Cities",44.89,0
"E01014493","Cities",32.64,0
"E01014494","Cities",40.6,0
"E01014495","Cities",61.15,0
"E01014496","Cities",68.09,375.58
"E01014497","Cities",50.11,0
"E01014498","Cities",59.43,5544.84
"E01014499","Cities",145.76,0
"E01014500","Cities",39.52,5.64
"E01014501","Cities",65.8,20
"E01014502","Cities",26.61,11.2
"E01014504","Cities",10.44,0
"E01014505","Cities",7.56,9.89
"E01014506","Cities",101.73,279.53
"E01014507","Cities",40.34,0
"E01014508","Cities",17.86,2.12
"E01014509","Cities",26.78,5.75
"E01014510","Cities",39.62,0
"E01014511","Cities",50.66,0
"E01014512","Cities",67.85,14.28
"E01014513","Cities",64.61,0
"E01014514","Cities",53.85,3.57
"E01014515","Cities",39.72,0
"E01014516","Cities",65.48,0
"E01014517","Cities",30.6,0
"E01014518","Cities",57.82,60.4
"E01014519","Cities",17.23,0
"E01014520","Cities",53.85,0
"E01014521","Cities",62.56,0
"E01014522","Cities",35.62,0
"E01014523","Cities",41.43,0
"E01014524","Cities",44.78,2.5
"E01014525","Cities",65.47,0
"E01014526","Cities",28.06,84.15
"E01014527","Cities",9.57,0
"E01014528","Cities",18.62,7.51
"E01014529","Cities",18.37,3.85
"E01014530","Cities",28.75,0
"E01014531","Cities",24.82,220.5
"E01014532","Cities",5.64,0
"E01014533","Cities",45.33,0
"E01014534","Cities",29.97,149.94
"E01014535","Cities",46.61,0
"E01014536","Cities",46.49,0
"E01014537","Cities",20.04,0
"E01014538","Cities",11.47,16.92
"E01014539","Cities",26.46,0
"E01014540","Cities",74.71,26.36
"E01014542","Cities",64.94,103.82
"E01014544","Cities",20.73,76.92
"E01014545","Cities",22.83,2.22
"E01014546","Cities",14.21,3.75
"E01014547","Cities",14.45,0
"E01014548","Cities",15.88,0
"E01014549","Cities",23.83,0
"E01014550","Cities",31.29,0
"E01014551","Cities",11.52,0
"E01014552","Cities",29.78,1.26
"E01014553","Cities",61.19,0
"E01014554","Cities",9.74,30.9
"E01014555","Cities",3.64,0.9
"E01014556","Cities",41.62,0
"E01014557","Cities",36.85,0
"E01014558","Cities",4,7.91
"E01014559","Cities",75.14,0
"E01014560","Cities",27.34,0
"E01014561","Cities",43.04,0
"E01014562","Cities",25.35,3.43
"E01014563","Cities",34.95,0
"E01014564","Cities",93.86,249.65
"E01014565","Cities",53.08,0
"E01014566","Cities",31.07,0
"E01014567","Cities",22.39,0
"E01014568","Cities",18.4,3.84
"E01014569","Cities",21.74,0
"E01014570","Cities",49.36,0
"E01014571","Cities",40.06,0
"E01014572","Cities",89.5,0
"E01014573","Cities",110.98,6
"E01014574","Cities",41.72,3.84
"E01014575","Cities",44.4,30
"E01014576","Cities",43.73,10.08
"E01014577","Cities",94.63,12.8
"E01014578","Cities",39.32,4
"E01014579","Cities",61.67,0
"E01014580","Cities",77.76,3.24
"E01014581","Cities",36.81,112.75
"E01014582","Cities",7,0
"E01014583","Cities",8.77,0
"E01014584","Cities",17.19,0
"E01014585","Cities",53.72,0
"E01014586","Cities",107.38,0
"E01014587","Cities",38.49,0
"E01014588","Cities",125.89,50
"E01014589","Cities",120.19,0
"E01014590","Cities",89.9,0
"E01014591","Cities",67.23,0
"E01014592","Cities",54.21,0
"E01014593","Cities",59.61,3.68
"E01014594","Cities",50.21,25.84
"E01014595","Cities",75.48,0
"E01014596","Cities",146.564,0
"E01014597","Cities",50.72,0
"E01014598","Cities",45.14,139.22
"E01014599","Cities",32.32,0
"E01014600","Cities",38.13,25.5
"E01014601","Cities",178.18,1.75
"E01014602","Cities",27.1,0
"E01014603","Cities",120.27,0
"E01014605","Cities",45.96,0
"E01014607","Cities",82.66,0
"E01014608","Cities",32,0
"E01014609","Cities",75.99,0
"E01014610","Cities",271.69,0
"E01014611","Cities",126.76,7.2
"E01014612","Cities",32.91,0
"E01014613","Cities",26.16,107.42
"E01014614","Cities",14.52,0
"E01014615","Cities",80.2,0
"E01014616","Cities",69.84,5.67
"E01014617","Cities",28.78,0
"E01014618","Cities",89.92,0
"E01014619","Cities",36.33,0
"E01014620","Cities",84.81,0
"E01014621","Cities",32.99,0
"E01014622","Cities",43.39,0
"E01014623","Cities",46.19,44.64
"E01014624","Cities",21.42,0
"E01014626","Cities",37.12,50
"E01014627","Cities",38.98,12
"E01014629","Cities",30.78,0
"E01014630","Cities",185.03,49.92
"E01014631","Cities",24.9,0
"E01014632","Cities",43.79,99.91
"E01014633","Cities",33.98,0
"E01014634","Cities",15.39,0
"E01014635","Cities",30.54,0
"E01014636","Cities",21.4,0
"E01014637","Cities",70.64,0
"E01014638","Cities",87.7,0
"E01014639","Cities",61.84,0
"E01014640","Cities",118.82,4188.24
"E01014641","Cities",67.87,0
"E01014642","Cities",73.67,7.99
"E01014643","Cities",107.24,0
"E01014644","Cities",36.59,0
"E01014645","Cities",31.96,7.75
"E01014646","Cities",102.63,1.72
"E01014647","Cities",18.2,0
"E01014648","Cities",30.42,0
"E01014649","Cities",71.894,0
"E01014650","Cities",36.34,0
"E01014651","Cities",43.29,0
"E01014653","Cities",2.34,50.74
"E01014654","Cities",75.64,101.25
"E01014655","Cities",20.41,3.19
"E01014658","Cities",108.25,66.3
"E01014659","Cities",132.17,0
"E01014660","Cities",76.11,0
"E01014661","Cities",31.67,0
"E01014662","Cities",35.89,0
"E01014663","Cities",66.66,0
"E01014664","Cities",68.22,0
"E01014665","Cities",66.94,50
"E01014666","Cities",64.52,0
"E01014667","Cities",58.94,0
"E01014668","Cities",78.43,0
"E01014669","Cities",126.36,0
"E01014670","Cities",49.02,0
"E01014671","Cities",36.21,0
"E01014672","Cities",26.95,0
"E01014673","Cities",14.66,0
"E01014674","Cities",17.05,0
"E01014675","Cities",32.915,15.34
"E01014676","Cities",29.49,0
"E01014677","Cities",37,8.32
"E01014678","Cities",50.39,0
"E01014679","Cities",52.23,0
"E01014680","Cities",47.13,0
"E01014681","Cities",50.63,50
"E01014682","Cities",15.48,0
"E01014683","Cities",22.47,0
"E01014684","Cities",24.86,0
"E01014685","Cities",51.65,0
"E01014686","Cities",36.35,0
"E01014687","Cities",31.96,0
"E01014688","Cities",44.97,0
"E01014689","Cities",48.84,35
"E01014690","Cities",55.06,0
"E01014691","Cities",73.21,119.88
"E01014692","Cities",58.89,0
"E01014693","Cities",69.09,0
"E01014694","Cities",205.71,0
"E01014695","Cities",59.38,132.3
"E01014696","Cities",62.49,0
"E01014698","Cities",30.16,0
"E01014699","Cities",16.73,79.7
"E01014700","Cities",40.69,49.5
"E01014701","Cities",23.8,0
"E01014702","Cities",108.33,0
"E01014703","Cities",43.75,0
"E01014704","Cities",38.19,0
"E01014705","Cities",110.36,0
"E01014706","Cities",85.47,0
"E01014707","Cities",178.55,0
"E01014708","Cities",30.38,50
"E01014709","Cities",56.68,0
"E01014710","Cities",31.82,0
"E01014711","Cities",82.24,3.7
"E01014712","Cities",68.58,0
"E01014713","Cities",90.74,14.95
"E01014714","Cities",69.63,137.1
"E01014715","Cities",54.75,0
"E01014716","Cities",51.25,0
"E01014717","Cities",48.02,29.67
"E01014718","Cities",110.08,7.77
"E01014719","Cities",44.07,21.6
"E01014720","Cities",31.06,0
"E01014721","Cities",82.46,0
"E01014722","Cities",88.83,0
"E01014723","Cities",62.38,0
"E01014725","Cities",70.17,0
"E01014726","Cities",28.84,0
"E01014727","Cities",68.67,12.35
"E01014729","Cities",11.8,0
"E01014730","Cities",34.41,0
"E01014731","Cities",22.44,0
"E01014732","Cities",27.38,6.15
"E01014733","Cities",15.43,15
"E01014734","Cities",31.95,5.52
"E01014735","Cities",40.28,11
"E01014736","Cities",72.2,0
"E01014737","Cities",163.13,41.52
"E01014738","Cities",124.26,0
"E01014739","Cities",344.05,121.38
"E01014740","Villages",198,0
"E01014741","Towns",210.76,7.98
"E01014742","Towns",202.11,20.8
"E01014744","Villages",196.97,0
"E01014745","Villages",245.73,32.76
"E01014746","Towns",236.86,9.69
"E01014747","Villages",190.13,503.5
"E01014748","Villages",179.88,194.925
"E01014749","Villages",163.83,42.12
"E01014750","Cities",59.16,7.86
"E01014751","Cities",172.53,29.7
"E01014752","Cities",134.02,176.75
"E01014753","Cities",93.95,28.75
"E01014754","Cities",15.46,3.92
"E01014755","Cities",40.605,2.25
"E01014756","Cities",126.97,4.86
"E01014757","Cities",92.65,0
"E01014758","Cities",99.67,0
"E01014759","Cities",129.45,2.6
"E01014760","Cities",228.12,29.7
"E01014761","Cities",140.7,9.86
"E01014762","Cities",144.03,191.765
"E01014763","Cities",186.22,0
"E01014764","Cities",396.05,1294.44
"E01014765","Cities",206.08,91.37
"E01014766","Cities",172.75,76.8
"E01014767","Cities",183.21,190
"E01014769","Villages",596.46,9.17
"E01014770","Towns",117.67,0
"E01014771","Cities",114.64,0
"E01014772","Villages",158.64,4
"E01014773","Cities",189.84,7462.405
"E01014774","Cities",137.26,0
"E01014775","Cities",81.32,0
"E01014776","Cities",104.51,0
"E01014777","Cities",141.14,0
"E01014778","Cities",186.94,0
"E01014779","Cities",106.35,13.2
"E01014780","Cities",336.485,10
"E01014781","Cities",389.43,20.4
"E01014782","Cities",149.36,10.8
"E01014783","Cities",197.15,49.95
"E01014784","Cities",221.15,0
"E01014785","Cities",250.24,0
"E01014786","Cities",369.44,0
"E01014787","Cities",282.65,11.24
"E01014789","Cities",137.955,0
"E01014790","Cities",118.26,0
"E01014792","Cities",140.05,113.94
"E01014793","Cities",144.63,236.25
"E01014794","Cities",209.7,0
"E01014795","Cities",163.91,0
"E01014796","Cities",149.6,0
"E01014797","Cities",294.28,0
"E01014798","Cities",190.73,0
